Identifier	Character	Dialogue	Filename	Line Number
scene24_75e31fef	bp	Which, honestly isn’t too hard… Actually, you could probably do it if you tried hard enough.	game/scripts/parsed_24 scene24.rpy	75
scene24_87998f64	pro	Y-Yeah, so--	game/scripts/parsed_24 scene24.rpy	80
scene24_35f8f823	bp	But I’m still technically bound to you. And I wouldn’t be a very good partner if I didn’t help you out with this.	game/scripts/parsed_24 scene24.rpy	85
scene24_1a40da54	bp	I mean, this whole thing is still really dumb and petty, but I’d rather help you out than leave you fighting by yourself.	game/scripts/parsed_24 scene24.rpy	88
scene24_f5a59788	bp	So… it’s alright. You can rely on me.	game/scripts/parsed_24 scene24.rpy	93
scene24_aed5fa0e	pro	Beepy…	game/scripts/parsed_24 scene24.rpy	98
scene24_b07e8f94		That’s right… I can rely on her.	game/scripts/parsed_24 scene24.rpy	100
scene24_71d749f4		I had been so focused on doing things myself that I didn’t realize it until now.	game/scripts/parsed_24 scene24.rpy	101
scene24_c915530d		Beepy… she’s been helping me out for the past couple days.	game/scripts/parsed_24 scene24.rpy	102
scene24_d42b17ea		And not just her, but Lucy, Mami, and Bubble too. They all want me to succeed.	game/scripts/parsed_24 scene24.rpy	103
scene24_dede822b		I haven’t had the chance to properly thank them yet, but there’ll be plenty of time for that once this is all over.	game/scripts/parsed_24 scene24.rpy	104
scene24_6d3db28a		I’m still not sure what to make of myself after all they’ve taught me, but…	game/scripts/parsed_24 scene24.rpy	105
scene24_09981ee8		All I know for certain now, is… I’m not alone.	game/scripts/parsed_24 scene24.rpy	106
scene24_b989e087	pro	...Hey, Beepy, quick question.	game/scripts/parsed_24 scene24.rpy	109
scene24_114fd380	bp	Hm?	game/scripts/parsed_24 scene24.rpy	114
scene24_f8f05fc9	pro	How are you able to sneak into my backpack like that?	game/scripts/parsed_24 scene24.rpy	119
scene24_06a1142a	bp	Oh, that. Well…	game/scripts/parsed_24 scene24.rpy	124
scene24_948be1e5	bp	You know how a cat can fit into almost any space if it tries hard enough?	game/scripts/parsed_24 scene24.rpy	129
scene24_75924b6e	bp	It’s kinda like that. I’m pretty flexible, so small spaces aren’t a problem for me.	game/scripts/parsed_24 scene24.rpy	134
scene24_ae867fb8	pro	Right, but… that still doesn’t explain how you snuck in without me noticing.	game/scripts/parsed_24 scene24.rpy	137
scene24_82fbe30c	bp	Dude, I’m like, really good at being stealthy.	game/scripts/parsed_24 scene24.rpy	142
scene24_dc139c3a	bp	There was this one time where I snuck into Satan’s room and--	game/scripts/parsed_24 scene24.rpy	145
scene24_b6602439	q	{i}There{/i} you are!	game/scripts/parsed_24 scene24.rpy	155
scene24_1f8fcfdb	bp	Oh… Nevermind. I’ll tell you later.	game/scripts/parsed_24 scene24.rpy	158
scene24_1252c9b9		In an instant, Beepy’s bragging is brought to a halt by… her.	game/scripts/parsed_24 scene24.rpy	164
scene24_4a2bd6bc		My fated rival - her eyes blazing brighter than supernova - approaches me without a moment to spare.	game/scripts/parsed_24 scene24.rpy	165
scene24_c35a4b95	riv	I’ve been looking for you ever since the bell rung! We were supposed to meet on the roof for our final battle, remember!?	game/scripts/parsed_24 scene24.rpy	171
scene24_3e644452	riv	Don’t tell me you’ve decided to chicken out now!	game/scripts/parsed_24 scene24.rpy	174
scene24_c02b8c3e		Your empty taunts won’t work on me any longer, {i}Elizabeth.{/i}	game/scripts/parsed_24 scene24.rpy	178
scene24_2bdc55f2		I strike a fancy pose and get myself into character once more.	game/scripts/parsed_24 scene24.rpy	179
scene24_4494f836	pro	Oh, I had no intention of running. I was just doing some last-minute strategizing with my demonic servant!	game/scripts/parsed_24 scene24.rpy	182
scene24_04f3023e	pro	Isn’t that right, Beepy!?	game/scripts/parsed_24 scene24.rpy	185
scene24_7777db59	bp	Huh? Oh… Uh…	game/scripts/parsed_24 scene24.rpy	191
scene24_ee261d03	bp	We’re gonna totally beat you up, and stuff.	game/scripts/parsed_24 scene24.rpy	196
scene24_bde0c1d5		Real smooth, Beepy.	game/scripts/parsed_24 scene24.rpy	200
scene24_f7b61ccc	riv	Hehehehe~ Is that a fact?	game/scripts/parsed_24 scene24.rpy	205
scene24_dad20588	riv	Well, I’ll have you know that me and {i}my{/i} servant have been training nonstop these past few Earth days.	game/scripts/parsed_24 scene24.rpy	210
scene24_569fc607	riv	And now, we are at a height reachable by no other being - not even you, Sebastian!	game/scripts/parsed_24 scene24.rpy	213
scene24_52bc2373	riv	It will be most amusing to see you groveling at my feet as I claim that which is rightfully mine!	game/scripts/parsed_24 scene24.rpy	219
scene24_482b245e	pro	Don’t be so sure of yourself, Countess Elizabeth, for it shall be {i}you{/i} that falls before the combined might of me and {i}my{/i} servant!	game/scripts/parsed_24 scene24.rpy	224
scene24_2f4080ba	pro	You shall finally see that the stars have been aligned in my favor all along!	game/scripts/parsed_24 scene24.rpy	227
scene24_889888f3		The sparks of our rivalry intensify with every retort.	game/scripts/parsed_24 scene24.rpy	232
scene24_c428bbd7		It’s hard to believe it’s all built up to this moment, but we’re so close to finally settling this.	game/scripts/parsed_24 scene24.rpy	233
scene24_7c85b64e		She may brag all she wants, but we both know who’s going to come out on top in the end…	game/scripts/parsed_24 scene24.rpy	234
scene24_00dc7167		Oh, right, Satan's here too. Right.	game/scripts/parsed_24 scene24.rpy	236
scene24_5a5c1341	st	Omigosh, I can hardly believe it! The climatic showdown is here at last~!	game/scripts/parsed_24 scene24.rpy	245
scene24_1c5b80d1	st	I still can’t believe you two have made it this far, but I bet it’s all been worth it!	game/scripts/parsed_24 scene24.rpy	250
scene24_56eac3bb	st	But I can {i}feel{/i} the powerful auras you two give off! {b}Ooh~{/b} I’m getting goosebumps just looking at you~!	game/scripts/parsed_24 scene24.rpy	256
scene24_e6a9b17b	st	I’m sure you don’t need me to tell you this, but let’s give it our all~!	game/scripts/parsed_24 scene24.rpy	261
scene24_378b36b5	st	Make it gory and exciting for everyone watching, but don’t forget to have fun, too~!	game/scripts/parsed_24 scene24.rpy	266
scene24_4857a9b1		...Satan arrives just as Misaki and I go our separate ways.	game/scripts/parsed_24 scene24.rpy	269
scene24_f58b53eb		No one else is left to hear her encouraging words - except for Beepy.	game/scripts/parsed_24 scene24.rpy	270
scene24_5ad48d6c	st	H-Huh!? They left...	game/scripts/parsed_24 scene24.rpy	275
scene24_1cee7e3b	bp	Calm down, dude… Let’s just go already.	game/scripts/parsed_24 scene24.rpy	281
scene24_817bd345		Beepy follows me, leaving a bewildered Satan by herself.	game/scripts/parsed_24 scene24.rpy	285
scene24_e0c9911a	bp	By the way, I meant to ask you earlier, but…	game/scripts/parsed_24 scene24.rpy	289
scene24_630a8242	bp	...What’s with that extra set of clothes?	game/scripts/parsed_24 scene24.rpy	294
scene24_e29935a2	pro	Huh? Oh, you mean in my backpack?	game/scripts/parsed_24 scene24.rpy	297
scene24_1b38437e	pro	Don’t worry about that, my faithful companion… You’ll find out soon enough.	game/scripts/parsed_24 scene24.rpy	300
scene24_4b53d242	bp	I dunno why, but… I’ve got a bad feeling about this.	game/scripts/parsed_24 scene24.rpy	305
scene25_8069e24a	pro	This is it. The final showdown.	game/scripts/parsed_25 scene25.rpy	5
scene25_511a0618	pro	The fate of the universe is at hand, as the ephemeral hands of destiny turn towards this, the final hour.	game/scripts/parsed_25 scene25.rpy	8
scene25_9b0bc9b6	pro	Only one can emerge victorious.	game/scripts/parsed_25 scene25.rpy	11
scene25_e71a470b	pro	...Well, unless we were both cast asunder, then… then I guess both of us would be losers.	game/scripts/parsed_25 scene25.rpy	14
scene25_a57458fa	bp	I thought you guys were {i}already{/i} losers.	game/scripts/parsed_25 scene25.rpy	17
scene25_ab9dfc7d		...I mean, she has a point, kind of. I'm the one trying to hype myself up in a public bathroom.	game/scripts/parsed_25 scene25.rpy	23
scene25_85e6139c	pro	I-I'm trying to get in the mindset, here…	game/scripts/parsed_25 scene25.rpy	27
scene25_e10ccf6e	bp	Oh, uh. Don't mind me. Just thinking out loud.	game/scripts/parsed_25 scene25.rpy	32
scene25_e6661395	pro	You were so inspiring a second ago.	game/scripts/parsed_25 scene25.rpy	37
scene25_1dfb268b	pro	Don't you have, like, anything that would be the least bit encouraging?	game/scripts/parsed_25 scene25.rpy	42
scene25_de3a6c2c	bp	...Uh…	game/scripts/parsed_25 scene25.rpy	47
scene25_7d46152f	bp	...At least nobody will be watching?	game/scripts/parsed_25 scene25.rpy	50
scene25_9195e6a5	pro	...Honestly, that's a bit of a relief.	game/scripts/parsed_25 scene25.rpy	55
scene25_6ad3f4c8	bp	Theeeere you go.	game/scripts/parsed_25 scene25.rpy	60
scene25_c0f2c80b	pro	...Speaking of which, this the {i}boys'{/i} washroom. You're not supposed to be in here…	game/scripts/parsed_25 scene25.rpy	65
scene25_34a0396c	bp	Huh. Guess not.	game/scripts/parsed_25 scene25.rpy	70
scene25_f4eb5026		...She says as she takes a seat.	game/scripts/parsed_25 scene25.rpy	72
scene25_c2c12c09		Well, it was worth a shot.	game/scripts/parsed_25 scene25.rpy	73
scene25_53fb7eec	pro	I'm just… gonna get changed into a stall over here.	game/scripts/parsed_25 scene25.rpy	78
scene25_4c8d640d	bp	You never told me why you need to change, though.	game/scripts/parsed_25 scene25.rpy	83
scene25_52db5d42	pro	The cape adds a +5 modifier to my magic stat.	game/scripts/parsed_25 scene25.rpy	86
scene25_31229061	bp	I-I don't think… Okay, sure, whatever.	game/scripts/parsed_25 scene25.rpy	91
scene25_744ed338	bp	I'm still not a hundred percent sold on this 'mortal combat' thing, like… you guys aren't gonna beat each other up, right?	game/scripts/parsed_25 scene25.rpy	96
scene25_6a6913bb	pro	A real lord doesn't dirty their hands with such… repulsive displays.	game/scripts/parsed_25 scene25.rpy	101
scene25_41913a07	pro	We shall fight with class and dignity, and channel the most arcane of magics at our disposal.	game/scripts/parsed_25 scene25.rpy	106
scene25_631be9b1	pro	A war of… wordy… words. As it were.	game/scripts/parsed_25 scene25.rpy	109
scene25_3d3a5304	bp	...I don't see how any of this is classy, but… Well, try not to get hurt or anything.	game/scripts/parsed_25 scene25.rpy	114
scene25_f12c7bdb	bp	Don't do anything I wouldn't do.	game/scripts/parsed_25 scene25.rpy	117
scene25_c1c1a2b3	pro	Well all you do is eat and sleep, so…	game/scripts/parsed_25 scene25.rpy	120
scene25_0b130353	bp	Is there no greater purpose in life?	game/scripts/parsed_25 scene25.rpy	125
scene25_087a4722	pro	Alright. I'm ready.	game/scripts/parsed_25 scene25.rpy	128
scene25_e116931f		Stepping out of the stall, I flourish my cape.	game/scripts/parsed_25 scene25.rpy	132
scene25_f4cc78da	pro	Do I look as if I'm ready to harvest a rainbow scale from the most bloodthirsty dragon?	game/scripts/parsed_25 scene25.rpy	135
scene25_acdafc5b	bp	You, uh… look… {i}distinguished?{/i}	game/scripts/parsed_25 scene25.rpy	140
scene25_267463a7	pro	Distinguished is good too. Alright, I'm ready.	game/scripts/parsed_25 scene25.rpy	145
scene25_a812dfba	bp	Kick her ass, Makoto!	game/scripts/parsed_25 scene25.rpy	150
scene25_9f7fe7c3	bp	...But not literally. That's assault.	game/scripts/parsed_25 scene25.rpy	158
scene25_a20cefa7		...	game/scripts/parsed_25 scene25.rpy	162
scene25_e446f862		... …	game/scripts/parsed_25 scene25.rpy	163
scene25_4ea854d7		... … …	game/scripts/parsed_25 scene25.rpy	164
scene25_fd52eb8d		Through the winding hallways and the mountainous staircases, I had finally reached the rooftop.	game/scripts/parsed_25 scene25.rpy	168
scene25_98fee895		The wind cut against my face. On all sides, I was surrounded by towering chain-link fences.	game/scripts/parsed_25 scene25.rpy	169
scene25_629bbc38		I could feel swirling arcane forces, caged within like animals. How appropriate.	game/scripts/parsed_25 scene25.rpy	170
scene25_c6d93cfb	riv	You're late! For a moment, I suspected you had fled like the cowardly lion you are!	game/scripts/parsed_25 scene25.rpy	179
scene25_00dcdc04	pro	Countess Elizabeth. I will not be deterred by your half-hearted taunts.	game/scripts/parsed_25 scene25.rpy	184
scene25_c6921f7b	st	Omigosh, you came! I'm {i}so{/i} happy you're here, Makoto!	game/scripts/parsed_25 scene25.rpy	189
scene25_af6f5003	st	Misaki was really worried about you, y'know!	game/scripts/parsed_25 scene25.rpy	195
scene25_275e5853	riv	I-- {b}Servant!{/b} We've been over this!	game/scripts/parsed_25 scene25.rpy	202
scene25_b3a8b29f	st	Right, right, {i}Countess{/i} Elizabeth, yada yada, whatever, not important!	game/scripts/parsed_25 scene25.rpy	209
scene25_f476cfea	st	The audience's already heard that drawn-out name! You should stick with a shorter, cuter one!	game/scripts/parsed_25 scene25.rpy	215
scene25_3d76a3c2	riv	Wh-- I'm not trying to be cute! Don't change the subject!	game/scripts/parsed_25 scene25.rpy	221
scene25_03ddd02f	pro	...Audience? What's she talking about…?	game/scripts/parsed_25 scene25.rpy	228
scene25_b394a411	bp	No clue.	game/scripts/parsed_25 scene25.rpy	233
scene25_5ca20aca	riv	Enough! I've bided my time, and now it is time! The witching hour beckons!	game/scripts/parsed_25 scene25.rpy	239
scene25_fe9d8508	riv	Eternity everlasting waits for no mere mortal! It is time to settle our thousand year rivalry!	game/scripts/parsed_25 scene25.rpy	245
scene25_b35a0f6b	bp	...For someone in a hurry, she sure is monologuing a lot.	game/scripts/parsed_25 scene25.rpy	252
scene25_01280a96	riv	Sebastian Wolfgang IV! I challenge you to a demon battle!	game/scripts/parsed_25 scene25.rpy	259
scene25_d4727a7e	bp	W-Wait, demon battle?	game/scripts/parsed_25 scene25.rpy	265
scene25_42a188bd	pro	What are your terms?	game/scripts/parsed_25 scene25.rpy	270
scene25_e1959e46	riv	A mere mortal, through their inferior looking glass, cannot perceive the true potential of the opportunities granted to them every day.	game/scripts/parsed_25 scene25.rpy	277
scene25_f2ca5684	riv	But we! We are the truest of demon lords! And we have honed our skills in preparing our servants for this day!	game/scripts/parsed_25 scene25.rpy	282
scene25_03be18d8	riv	It is time to demonstrate their full potential! We shall be as their bloodthirsty leaders, destined to clash forevermore.	game/scripts/parsed_25 scene25.rpy	285
scene25_e8018a4f	st	Or until a victor is decided! Proper pacing is key to an enjoyable experience!	game/scripts/parsed_25 scene25.rpy	290
scene25_45e20d2b	st	...Though, I guess it doesn't really stop a lot of shonen shows from going on and on, and onnn…	game/scripts/parsed_25 scene25.rpy	296
